"Microsoft Status","CA Owner","CA Common Name or Certificate Name","Subject","SHA-1 Fingerprint","SHA-256 Fingerprint","Microsoft EKUs","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm"
"Included","IdenTrust Services, LLC","IdenTrust Commercial Root CA 1","CN=IdenTrust Commercial Root CA 1; O=IdenTrust; C=US","DF717EAA4AD94EC9558499602D48DE5FBCF03A25","5D56499BE4D2E08BCFCAD08A3E38723D50503BDE706948E42F55603019E528AE","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2014 Jan 16","2034 Jan 16","RSA 4096 bits","SHA256WithRSA"
"Included","IdenTrust Services, LLC","IdenTrust Public Sector Root CA 1","CN=IdenTrust Public Sector Root CA 1; O=IdenTrust; C=US","BA29416077983FF4F3EFF231053B2EEA6D4D45FD","30D0895A9A448A262091635522D1F52010B5867ACAE12C78EF958FD4F4389F2F","Server Authentication;Client Authentication;Document Signing;Encrypting File System;Secure Email;Time Stamping","2014 Jan 16","2034 Jan 16","RSA 4096 bits","SHA256WithRSA"
"Disabled","Image-X Enterprises Inc","esignit.org","CN=esignit.org","9F8DE799CF8764ED2466990564041B194919EDE8","C665175BD60ED70A5EEA3344CBE5D1A6936F79BC27A8384E4C734200417C279F","Client Authentication;Document Signing","2014 Jun 20","2030 Jun 20","RSA 4096 bits","SHA512WithRSA"
"NotBefore","Inera AB (SITHS)","SITHS Root CA v1","CN=SITHS Root CA v1; O=Inera AB; C=SE","585F7875BEE7433EB079EAAB7D05BB0F7AF2BCCC","FC50B26BDC4A8FDF1344CC80157AE13AC671E2706FACFC0605FE34E249EB72D6","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2012 Mar 29","2032 Mar 29","RSA 4096 bits","SHA1WithRSA"
"Disabled","Inera AB (SITHS)","SITHS CA v3","CN=SITHS CA v3; O=Carelink; C=SE","16D86635AF1341CD34799445EB603E273702965D","B2F3C4216AF7AFF72462466DC13CD2810DB8EED853EABB9A063A608EFC18FBE8","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2005 Nov 28","2015 Nov 28","RSA 2048 bits","SHA1WithRSA"
"Included","Internet Security Research Group","ISRG Root X1","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CABD2A79A1076A31F21D253635CB039D4329A5E8","96BCEC06264976F37460779ACF28C5A7CFE8A3C0AAE11A8FFCEE05C0BDDF08C6","Server Authentication;Client Authentication","2015 Jun 04","2035 Jun 04","RSA 4096 bits","SHA256WithRSA"
"Included","Internet Security Research Group","ISRG Root X2","CN=ISRG Root X2; O=Internet Security Research Group; C=US","BDB1B93CD5978D45C6261455F8DB95C75AD153AF","69729B8E15A86EFC177A57AFB7171DFC64ADD28C2FCA8CF1507E34453CCB1470","Server Authentication;Client Authentication","2020 Sep 04","2040 Sep 17","EC secp384r1","ecdsaWithSHA384"
"Disabled","Izenpe S.A.","Izenpe.com","CN=Izenpe.com; O=IZENPE S.A. - CIF A-01337260-RMerc.Vitoria-Gasteiz T1055 F62 S8; L=Avda del Mediterraneo Etorbidea 3 - 01010 Vitoria-Gasteiz; C=ES; EmailAddress=Info@izenpe.com","4A3F8D6BDC0E1ECFCD72E377DEF2D7FF92C19BC7","B0877AEE2D39274DF831F66FDEEB7717557C258FC9EB55231A9F8A647A75433F","Server Authentication;Client Authentication;Code Signing;Secure Email","2003 Jan 30","2018 Jan 30","RSA 2048 bits","SHA1WithRSA"
"Disabled","Izenpe S.A.","Izenpe.com","CN=Izenpe.com; O=IZENPE S.A.; C=ES","30779E9315022E94856A3FF8BCF815B082F9AEFD","23804203CA45D8CDE716B8C13BF3B448457FA06CC10250997FA01458317C41E5","Server Authentication;Client Authentication;Code Signing;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2007 Dec 13","2037 Dec 13","RSA 4096 bits","SHA1WithRSA"
"Included","Izenpe S.A.","Izenpe.com","CN=Izenpe.com; O=IZENPE S.A.; C=ES","2F783D255218A74A653971B52CA29C45156FE919","2530CC8E98321502BAD96F9B1FBA1B099E2D299E0F4548BB914F363BC0D4531F","Server Authentication","2007 Dec 13","2037 Dec 13","RSA 4096 bits","SHA256WithRSA"
"Disabled","Japan Local Authority Information Systems (J-LIS)","Application CA G3 Root","CN=Application CA G3 Root; O=LGPKI; C=JP","6F3884568E99C8C6AC0E5DDE2DB202DD002E3663","54B4FC43D44AA4CA9FC03CA7E9949FBAE267A064D02DA21852412A381B5D1537","Server Authentication;Code Signing;Secure Email;Time Stamping","2014 Jun 03","2034 Jun 03","RSA 2048 bits","SHA256WithRSA"
"Disabled","Japan Local Authority Information Systems (J-LIS)","Application CA G4 Root","CN=Application CA G4 Root; O=LGPKI; C=JP","21DACE4C2C34E66468EE06314DB055A0A89D4C1D","D1A0319098034E3AEC729A0B5C3111229D9D26E3E623E8C5E6843FA06EE8E2E4","Server Authentication;Code Signing;Secure Email","2017 Feb 15","2037 Feb 15","RSA 2048 bits","SHA256WithRSA"
"Disabled","Japan Local Authority Information Systems (J-LIS)","Application CA G2","OU=Application CA G2; O=LGPKI; C=JP","968338F113E36A7BABDD08F7776391A68736582E","06DB3AF2DB7BAEE00C03B9578288BBDE541D906EB0069327413295FFB486008E","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2006 Mar 31","2016 Mar 31","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Korea Information Security Agency (KISA)","KISA RootCA 1","CN=KISA RootCA 1; OU=Korea Certification Authority Central; O=KISA; C=KR","027268293E5F5D17AAA4B3C3E6361E1F92575EAA","6FDB3F76C8B801A75338D8A50A7C02879F6198B57E594D318D3832900FEDCD79","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2005 Aug 24","2025 Aug 24","RSA 2048 bits","SHA1WithRSA"
"Disabled","Krajowa Izba Rozliczeniowa S.A. (KIR)","SZAFIR ROOT CA","CN=SZAFIR ROOT CA; O=Krajowa Izba Rozliczeniowa S.A.; C=PL","D3EEFBCBBCF49867838626E23BB59CA01E305DB7","FABCF5197CDD7F458AC33832D3284021DB2425FD6BEA7A2E69B7486E8F51F9CC","Server Authentication;Client Authentication;Secure Email;Time Stamping","2011 Dec 06","2031 Dec 06","RSA 2048 bits","SHA1WithRSA"
"Included","Krajowa Izba Rozliczeniowa S.A. (KIR)","SZAFIR ROOT CA2","CN=SZAFIR ROOT CA2; O=Krajowa Izba Rozliczeniowa S.A.; C=PL","E252FA953FEDDB2460BD6E28F39CCCCF5EB33FDE","A1339D33281A0B56E557D3D32B1CE7F9367EB094BD5FA72A7E5004C8DED7CAFE","Server Authentication;Client Authentication;Secure Email","2015 Oct 19","2035 Oct 19","RSA 2048 bits","SHA256WithRSA"
"Included","LAWtrust","LAWtrust Root CA2 (4096)","CN=LAWtrust Root CA2 (4096); O=LAWtrust; C=ZA","ECA2D530A9AB2C7D0E7561644E0AE016A154387D","48E1CF9E43B688A51044160F46D773B8277FE45BEAAD0E4DF90D1974382FEA99","Client Authentication;Document Signing;Secure Email","2023 Feb 14","2053 Feb 14","RSA 4096 bits","SHA256WithRSA"
"Included","LAWtrust","LAWtrust Root Certification Authority 2048","CN=LAWtrust Root Certification Authority 2048; OU=LAW Trusted Third Party Services PTY Ltd.; O=LAWtrust; C=ZA","335A7FF00927CF2DF278E2C9192F7A4D5534F80C","9B14E8F5F6EA167666E76DCD6BECC190861D5E8970B99A9470F0231236049704","Client Authentication;Secure Email","2012 May 16","2032 May 16","RSA 2048 bits","SHA1WithRSA"
"NotBefore","LuxTrust","LuxTrust Global Root 2","CN=LuxTrust Global Root 2; O=LuxTrust S.A.; C=LU","1E0E56190AD18B2598B20444FF668A0417995F3F","54455F7129C20B1447C418F997168F24C58FC5023BF5DA5BE2EB6E1DD8902ED5","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2015 Mar 05","2035 Mar 05","RSA 4096 bits","SHA256WithRSA"
"Disabled","LuxTrust","LuxTrust Global Root","CN=LuxTrust Global Root; O=LuxTrust s.a.; C=LU","C93C34EA90D9130C0F03004B98BD8B3570915611","A1B2DBEB64E706C6169E3C4118B23BAA09018A8427666D8BF0E28891EC051950","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2011 Mar 17","2021 Mar 17","RSA 2048 bits","SHA256WithRSA"
"Included","Macao Post and Telecommunications Bureau","eSignTrust Root Certification Authority (G03)","CN=eSignTrust Root Certification Authority (G03); O=Macao Post and Telecommunications Bureau; C=MO","9D319381546EA6A12811E09CF90A20C840BE944D","0E30D04A94DCC423E26FDC4C24AFCF4923BD80D83B661B06A2F5856361560407","Client Authentication;Document Signing;Secure Email;Time Stamping","2017 Jan 01","2041 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Disabled","Macao Post and Telecommunications Bureau","Macao Post eSignTrust Root Certification Authority (G02)","CN=Macao Post eSignTrust Root Certification Authority (G02); O=Macao Post; C=MO","06143151E02B45DDBADD5D8E56530DAAE328CF90","6EA1DB6719D6041A06FC0898E5B3CF349A8FA8ECEE85EDB005965628F617F7C8","Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jan 06","2020 Jan 05","RSA 4096 bits","SHA1WithRSA"
"Included","Microsec Ltd.","e-Szigno Root CA 2017","CN=e-Szigno Root CA 2017; O=Microsec Ltd.; L=Budapest; C=HU; OrganizationIdentifier=VATHU-23584497","89D483034F9E9A48805F7237D4A9A6EFCB7C1FD1","BEB00B30839B9BC32C32E4447905950641F26421B15ED089198B518AE2EA1B99","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2017 Aug 22","2042 Aug 22","EC secp256r1","ecdsaWithSHA256"
"Included","Microsec Ltd.","e-Szigno TLS Root CA 2023","CN=e-Szigno TLS Root CA 2023; O=Microsec Ltd.; L=Budapest; C=HU; OrganizationIdentifier=VATHU-23584497","6F9AD5D5DFE82CEBBE3707EE4F4F52582941D1FE","B49141502D00663D740F2E7EC340C52800962666121A36D09CF7DD2B90384FB4","Server Authentication;Client Authentication","2023 Jul 17","2038 Jul 17","EC secp521r1","ecdsaWithSHA512"
"Disabled","Microsec Ltd.","Microsec e-Szigno Root CA","CN=Microsec e-Szigno Root CA; OU=e-Szigno CA; O=Microsec Ltd.; L=Budapest; C=HU","2388C9D371CC9E963DFF7D3CA7CEFCD625EC190D","327A3D761ABADEA034EB998406275CB1A4776EFDAE2FDF6D0168EA1C4F5567D0","Server Authentication;Client Authentication;Code Signing;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2005 Apr 06","2017 Apr 06","RSA 2048 bits","SHA1WithRSA"
"Included","Microsec Ltd.","Microsec e-Szigno Root CA 2009","CN=Microsec e-Szigno Root CA 2009; O=Microsec Ltd.; L=Budapest; C=HU; EmailAddress=info@e-szigno.hu","89DF74FE5CF40F4A80F9E3377D54DA91E101318E","3C5F81FEA5FAB82C64BFA2EAECAFCDE8E077FC8620A7CAE537163DF36EDBF378","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Jun 16","2029 Dec 30","RSA 2048 bits","SHA256WithRSA"
"Included","Microsoft Corporation","Microsoft ECC Product Root Certificate Authority 2018","CN=Microsoft ECC Product Root Certificate Authority 2018; O=Microsoft Corporation; L=Redmond; ST=Washington; C=US","06F1AA330B927B753A40E68CDF22E34BCBEF3352","CACA93B9D23D2B6FA76E8B8471931E0DF3EC6F63AF3CDBB936C41954A1872326","","2018 Feb 27","2043 Feb 27","EC secp384r1","ecdsaWithSHA384"
"Included","Microsoft Corporation","Microsoft ECC Root Certificate Authority 2017","CN=Microsoft ECC Root Certificate Authority 2017; O=Microsoft Corporation; C=US","999A64C37FF47D9FAB95F14769891460EEC4C3C5","358DF39D764AF9E1B766E9C972DF352EE15CFAC227AF6AD1D70E8E4A6EDCBA02","Server Authentication;Client Authentication","2019 Dec 18","2042 Jul 18","EC secp384r1","ecdsaWithSHA384"
"Included","Microsoft Corporation","Microsoft ECC TS Root Certificate Authority 2018","CN=Microsoft ECC TS Root Certificate Authority 2018; O=Microsoft Corporation; L=Redmond; ST=Washington; C=US","31F9FC8BA3805986B721EA7295C65B3A44534274","3FD4BE8BAAD2F26E1BDE06C7584BB720DD1A972D111F5A4999BC44B08FB4960D","","2018 Feb 27","2043 Feb 27","EC secp384r1","ecdsaWithSHA384"
"Included","Microsoft Corporation","Microsoft Identity Verification Root Certificate Authority 2020","CN=Microsoft Identity Verification Root Certificate Authority 2020; O=Microsoft Corporation; C=US","F40042E2E5F7E8EF8189FED15519AECE42C3BFA2","5367F20C7ADE0E2BCA790915056D086B720C33C1FA2A2661ACF787E3292E1270","Code Signing;Time Stamping","2020 Apr 16","2045 Apr 16","RSA 4096 bits","SHA384WithRSA"
"Disabled","Microsoft Corporation","Microsoft Root Authority","CN=Microsoft Root Authority; OU=Copyright (c) 1997 Microsoft Corp., Microsoft Corporation","A43489159A520F0D93D032CCAF37E7FE20A8B419","F38406E540D7A9D90CB4A9479299640FFB6DF9E224ECC7A01C0D9558D8DAD77D","","1997 Jan 10","2020 Dec 31","RSA 2048 bits","MD5WithRSA"
"Disabled","Microsoft Corporation","Microsoft Root Certificate Authority","CN=Microsoft Root Certificate Authority; DC=com, microsoft","CDD4EEAE6000AC7F40C3802C171E30148030C072","885DE64C340E3EA70658F01E1145F957FCDA27AABEEA1AB9FAA9FDB0102D4077","","2001 May 09","2021 May 09","RSA 4096 bits","SHA1WithRSA"
"Included","Microsoft Corporation","Microsoft Root Certificate Authority 2010","CN=Microsoft Root Certificate Authority 2010; O=Microsoft Corporation; L=Redmond; ST=Washington; C=US","3B1EFD3A66EA28B16697394703A72CA340A05BD5","DF545BF919A2439C36983B54CDFC903DFA4F37D3996D8D84B4C31EEC6F3C163E","","2010 Jun 23","2035 Jun 23","RSA 4096 bits","SHA256WithRSA"
"Included","Microsoft Corporation","Microsoft Root Certificate Authority 2011","CN=Microsoft Root Certificate Authority 2011; O=Microsoft Corporation; L=Redmond; ST=Washington; C=US","8F43288AD272F3103B6FB1428485EA3014C0BCFE","847DF6A78497943F27FC72EB93F9A637320A02B561D0A91B09E87A7807ED7C61","","2011 Mar 22","2036 Mar 22","RSA 4096 bits","SHA256WithRSA"
"Included","Microsoft Corporation","Microsoft RSA Root Certificate Authority 2017","CN=Microsoft RSA Root Certificate Authority 2017; O=Microsoft Corporation; C=US","73A5E64A3BFF8316FF0EDCCC618A906E4EAE4D74","C741F70F4B2A8D88BF2E71C14122EF53EF10EBA0CFA5E64CFA20F418853073E0","Server Authentication;Client Authentication","2019 Dec 18","2042 Jul 18","RSA 4096 bits","SHA384WithRSA"
"Included","Microsoft Corporation","Microsoft Time Stamp Root Certificate Authority 2014","CN=Microsoft Time Stamp Root Certificate Authority 2014; O=Microsoft Corporation; L=Redmond; ST=Washington; C=US","0119E81BE9A14CD8E22F40AC118C687ECBA3F4D8","65AF95F4BE86847344634282F941B2E605063EF0C8542F014CA088D182109E4F","Time Stamping","2014 Oct 22","2039 Oct 22","RSA 4096 bits","SHA256WithRSA"
"Included","MULTICERT","MULTICERT Root Certification Authority 01","CN=MULTICERT Root Certification Authority 01; O=MULTICERT - Serviços de Certificação Electrónica S.A.; C=PT","46AF7A31B599460D469D6041145B13651DF9170A","604D32D036895AED3BFEFAEB727C009EC0F2B3CDFA42A1C71730E6A72C3BE9D4","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2014 Apr 04","2039 Apr 04","RSA 4096 bits","SHA256WithRSA"
"Included","NAVER Cloud Trust Services","NAVER Cloud Trust Services ECC Root G1","CN=NAVER Cloud Trust Services ECC Root G1; O=NAVER Cloud Trust Services Corp.; C=KR","87E73E149246AA634308E3A3142B1417F00FE25D","A7C8681042F3675AA8505D3BA313D80F8AC3250FDF874AD29B834689C087FB11","Server Authentication;Client Authentication","2023 Jun 07","2043 Jun 06","EC secp384r1","ecdsaWithSHA384"
"Included","NAVER Cloud Trust Services","NAVER Cloud Trust Services RSA Root G1","CN=NAVER Cloud Trust Services RSA Root G1; O=NAVER Cloud Trust Services Corp.; C=KR","C4DA90EE324D7E4D041CB1F286FBB45388207CA1","49A2762987788D4834B32305D767760F244D507742E8C2539FD4CA3AD52C16EE","Server Authentication;Client Authentication","2023 Jun 07","2043 Jun 06","RSA 4096 bits","SHA384WithRSA"
"Included","NAVER Cloud Trust Services","NAVER Global Root Certification Authority","CN=NAVER Global Root Certification Authority; O=NAVER BUSINESS PLATFORM Corp.; C=KR","8F6BF2A9274ADA14A0C4F48E6127F9C01E785DD1","88F438DCF8FFD1FA8F429115FFE5F82AE1E06E0C70C375FAAD717B34A49E7265","Server Authentication;Client Authentication;Document Signing;Secure Email","2017 Aug 18","2037 Aug 18","RSA 4096 bits","SHA384WithRSA"
"Included","NETLOCK","NetLock Arany (Class Gold) Főtanúsítvány","CN=NetLock Arany (Class Gold) Főtanúsítvány; OU=Tanúsítványkiadók (Certification Services); O=NetLock Kft.; L=Budapest; C=HU","06083F593F15A104A069A46BA903D006B7970991","6C61DAC3A2DEF031506BE036D2A6FE401994FBD13DF9C8D466599274C446EC98","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Dec 11","2028 Dec 06","RSA 2048 bits","SHA256WithRSA"
"Disabled","NETLOCK","NetLock Kozjegyzoi (Class A) Tanusitvanykiado","CN=NetLock Kozjegyzoi (Class A) Tanusitvanykiado; OU=Tanusitvanykiadok; O=NetLock Halozatbiztonsagi Kft.; L=Budapest; ST=Hungary; C=HU","ACED5F6553FD25CE015F1F7A483B6A749F6178C6","7F12CD5F7E5E290EC7D85179D5B72C20A5BE7508FFDB5BF81AB9684A7FC9F667","Server Authentication;Client Authentication;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","1999 Feb 24","2019 Feb 19","RSA 2048 bits","MD5WithRSA"
"Disabled","NETLOCK","NetLock Minositett Kozjegyzoi (Class QA) Tanusitvanykiado","CN=NetLock Minositett Kozjegyzoi (Class QA) Tanusitvanykiado; OU=Tanusitvanykiadok; O=NetLock Halozatbiztonsagi Kft.; L=Budapest; C=HU; EmailAddress=info@netlock.hu","016897E1A0B8F2C3B134665C20A727B7A158E28F","E606DDEEE2EE7F5CDEF5D9058FF8B7D0A9F042877F6A171ED8FF6960E4CC5EA5","Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2003 Mar 30","2022 Dec 15","RSA 2048 bits","SHA1WithRSA"
"Included","NETLOCK","NetLock Platina (Class Platinum) Főtanúsítvány","CN=NetLock Platina (Class Platinum) Főtanúsítvány; OU=Tanúsítványkiadók (Certification Services); O=NetLock Kft.; L=Budapest; C=HU","EC93DE083C93D933A986B3D5CDE25ACB2FEECF8E","EB7E05AA58E7BD328A282BF8867033F3C035342B516EE85C01673DFFFFBBFE58","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Dec 11","2028 Dec 06","RSA 4096 bits","SHA256WithRSA"
"Disabled","Netrust Pte Ltd","Netrust CA1","OU=Netrust CA1; O=Netrust Certificate Authority 1; C=SG","55C86F7414AC8BDD6814F4D86AF15F3710E104D0","781D64DFA77B00F2C006700B1FDA86BF68B865A603C7A656F92E90C042CA2873","IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email","2001 Mar 30","2021 Mar 30","RSA 2048 bits","SHA1WithRSA"
"Included","Netrust Pte Ltd","Netrust Root CA 2","CN=Netrust Root CA 2; OU=Netrust Certificate Authority; O=Netrust Pte Ltd; C=SG","0AB5C3CD7448B86D711E77A549838B87CE525F7F","65353833CF234C79562164F90849C0D104DBABF8EE41064D83E8CBE03BA1C5A5","Server Authentication;Client Authentication;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2016 Sep 01","2041 Sep 01","RSA 4096 bits","SHA256WithRSA"
"NotBefore","Nets DanID","TRUST2408 OCES Primary CA","CN=TRUST2408 OCES Primary CA; O=TRUST2408; C=DK","5CFB1F5DB732E4084C0DD4978574E0CBC093BEB3","92D8092EE77BC9208F0897DC05271894E63EF27933AE537FB983EEF0EAE3EEC8","Client Authentication;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email","2010 Mar 03","2037 Dec 03","RSA 4096 bits","SHA256WithRSA"
"NotBefore","Network Solutions","Network Solutions Certificate Authority","CN=Network Solutions Certificate Authority; O=Network Solutions L.L.C.; C=US","71899A67BF33AF31BEFDC071F8F733B183856332","001686CD181F83A1B1217D305B365C41E3470A78A1D37B134A98CD547B92DAB3","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2011 Jan 01","2030 Dec 31","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Network Solutions","Network Solutions ECC Certificate Authority","CN=Network Solutions ECC Certificate Authority; O=Network Solutions L.L.C.; L=Jacksonville; ST=FL; C=US","80F95B741C38399495C34F20C23E7336314D3C6B","2193CFEA381211A1AEAA2DE984E630643A87160B1208118145EAFB8E1BC69958","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2015 Nov 18","2038 Jan 18","EC secp384r1","ecdsaWithSHA384"
